Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
2017,6,0.439,0.181,0.111,-0.065,-0.066,-0.243,-0.291,-0.055,0.472,0.354,0.070,0.048,11.490,5.680,-0.530,0
2017,7,0.437,0.201,0.115,-0.069,-0.068,-0.251,-0.308,-0.054,0.509,0.366,0.086,0.057,11.520,5.830,-0.475,0
2017,8,0.498,0.225,0.146,-0.027,-0.030,-0.205,-0.255,-0.015,0.480,0.351,0.079,0.050,11.430,5.690,-0.488,0
2017,9,0.472,0.210,0.148,-0.033,-0.027,-0.202,-0.257,-0.024,0.467,0.350,0.062,0.055,,,-0.556,0
2017,10,0.649,0.195,0.098,-0.063,-0.075,-0.248,-0.300,-0.053,0.495,0.346,0.097,0.052,,,-0.664,0
2017,11,0.521,0.118,0.016,-0.151,-0.152,-0.320,-0.384,-0.133,0.502,0.336,0.102,0.064,,,-0.772,0
2017,12,0.350,-0.057,-0.149,-0.316,-0.318,-0.486,-0.571,-0.314,0.514,0.337,0.092,0.085,,,-0.985,0
2018,1,0.132,-0.218,-0.295,-0.471,-0.468,-0.641,-0.733,-0.476,0.515,0.346,0.077,0.092,,,-1.609,0
2018,2,0.283,-0.040,-0.125,-0.295,-0.295,-0.464,-0.546,-0.293,0.506,0.339,0.085,0.082,11.460,5.670,-1.056,0
2018,3,0.646,0.048,-0.043,-0.245,-0.218,-0.393,-0.466,-0.209,0.514,0.350,0.091,0.073,,,-1.792,0
2018,4,0.610,0.054,-0.029,-0.197,-0.200,-0.370,-0.432,-0.189,0.486,0.341,0.083,0.062,11.460,5.620,-0.794,0
2018,5,0.409,0.151,0.070,-0.103,-0.109,-0.287,-0.331,-0.090,0.482,0.357,0.081,0.044,11.460,5.650,-0.516,0
2018,6,0.495,0.265,0.171,-0.007,-0.010,-0.190,-0.237,0.014,0.502,0.361,0.094,0.047,11.390,5.680,-0.545,0
2018,7,0.562,0.251,0.173,-0.012,-0.011,-0.194,-0.251,-0.000,0.502,0.367,0.078,0.057,,,-0.656,0
2018,8,0.469,0.200,0.133,-0.050,-0.054,-0.240,-0.290,-0.045,0.490,0.373,0.067,0.050,11.450,5.770,-0.473,0
2018,9,0.662,0.381,0.287,0.109,0.101,-0.084,-0.144,0.118,0.525,0.371,0.094,0.060,,,-0.456,0
2018,10,0.419,0.219,0.145,-0.073,-0.050,-0.245,-0.339,-0.060,0.558,0.390,0.074,0.094,,,-1.019,0
2018,11,0.607,0.127,0.008,-0.171,-0.175,-0.358,-0.439,-0.156,0.566,0.366,0.119,0.081,,,-0.795,0
2018,12,0.560,0.147,0.059,-0.120,-0.126,-0.311,-0.373,-0.113,0.520,0.370,0.088,0.062,11.400,5.820,-0.696,0
2019,1,0.373,0.062,-0.017,-0.223,-0.205,-0.392,-0.491,-0.215,0.553,0.375,0.079,0.099,,,-1.305,0
2019,2,0.249,0.001,-0.081,-0.259,-0.264,-0.447,-0.507,-0.253,0.508,0.366,0.082,0.060,11.500,5.810,-0.838,0
2019,3,0.304,0.037,-0.024,-0.196,-0.197,-0.369,-0.427,-0.195,0.464,0.345,0.061,0.058,,,-0.787,0
2019,4,0.543,0.163,0.061,-0.126,-0.126,-0.312,-0.382,-0.110,0.545,0.373,0.102,0.070,,,-0.937,0
2019,5,0.504,0.260,0.167,-0.013,-0.020,-0.206,-0.265,-0.003,0.525,0.373,0.093,0.059,11.440,5.700,-0.576,0
2019,6,0.431,0.218,0.123,-0.054,-0.059,-0.240,-0.293,-0.038,0.511,0.363,0.095,0.053,11.540,5.790,-0.524,0
2019,7,0.381,0.236,0.148,-0.035,-0.038,-0.223,-0.267,-0.016,0.503,0.371,0.088,0.044,11.480,5.660,-0.405,0
2019,8,0.587,0.247,0.166,-0.016,-0.016,-0.198,-0.247,-0.000,0.494,0.364,0.081,0.049,11.390,5.640,-0.475,0
2019,9,0.560,0.309,0.211,0.037,0.036,-0.138,-0.210,0.049,0.519,0.349,0.098,0.072,11.410,5.590,-0.521,0
2019,10,0.759,0.301,0.229,0.049,0.056,-0.116,-0.190,0.055,0.491,0.345,0.072,0.074,,,-0.776,0
2019,11,0.688,0.140,0.042,-0.148,-0.136,-0.313,-0.413,-0.137,0.553,0.355,0.098,0.100,,,-1.009,0
2019,12,0.382,0.038,-0.053,-0.230,-0.227,-0.401,-0.453,-0.208,0.491,0.348,0.091,0.052,,,-0.940,0
2020,1,0.474,0.034,-0.078,-0.237,-0.242,-0.405,-0.472,-0.219,0.506,0.327,0.112,0.067,,,-0.981,0
2020,2,0.419,0.021,-0.055,-0.222,-0.224,-0.392,-0.455,-0.217,0.476,0.337,0.076,0.063,,,-0.902,0
2020,3,0.402,0.091,0.023,-0.141,-0.139,-0.300,-0.377,-0.143,0.468,0.323,0.068,0.077,11.510,5.600,-0.825,0
2020,4,0.791,0.173,0.062,-0.089,-0.112,-0.286,-0.359,-0.093,0.532,0.348,0.111,0.073,,,-0.780,0
2020,5,0.412,0.123,0.033,-0.123,-0.133,-0.299,-0.359,-0.118,0.482,0.332,0.090,0.060,11.410,5.670,-0.802,0
2020,6,0.348,0.216,0.126,-0.045,-0.049,-0.224,-0.259,-0.021,0.475,0.350,0.090,0.035,11.430,5.630,-0.483,0
2020,7,0.494,0.247,0.153,-0.028,-0.031,-0.215,-0.269,-0.011,0.516,0.368,0.094,0.054,11.460,5.680,-0.411,0
2020,8,0.527,0.233,0.144,-0.033,-0.038,-0.219,-0.274,-0.021,0.507,0.363,0.089,0.055,11.450,5.600,-0.435,0
2020,9,0.420,0.228,0.160,-0.008,-0.011,-0.181,-0.247,-0.010,0.475,0.341,0.068,0.066,11.470,5.630,-0.537,0
2020,10,0.431,0.183,0.102,-0.073,-0.073,-0.247,-0.304,-0.061,0.487,0.349,0.081,0.057,,,-0.691,0
2020,11,0.683,0.091,-0.003,-0.174,-0.173,-0.343,-0.401,-0.155,0.492,0.340,0.094,0.058,,,-0.911,0
2020,12,0.652,0.056,-0.047,-0.205,-0.214,-0.381,-0.452,-0.198,0.508,0.334,0.103,0.071,,,-0.852,0
