"","Year","Month","Highest","MHHW","MHW","MSL","MTL","MLW","MLLW","DTL","GT","MN","DHQ","DLQ","HWI","LWI","Lowest","Inferred","city","date"
"373",2012,3,0.367,-0.08,-0.171,-0.92,-0.961,-1.752,-1.797,-0.938,1.717,1.581,0.091,0.045,0.29,6.55,-2.162,0,"Charleston",2012-03-01
"374",2012,4,0.585,0.061,-0.04,-0.794,-0.841,-1.643,-1.69,-0.814,1.751,1.603,0.101,0.047,0.36,6.55,-2.087,0,"Charleston",2012-04-01
"375",2012,5,0.675,0.133,0.022,-0.743,-0.792,-1.606,-1.665,-0.766,1.798,1.628,0.111,0.059,0.44,6.59,-2.097,0,"Charleston",2012-05-01
"376",2012,6,0.64,0.23,0.104,-0.654,-0.706,-1.517,-1.586,-0.678,1.816,1.621,0.126,0.069,0.44,6.67,-2.017,0,"Charleston",2012-06-01
"377",2012,7,0.395,0.059,-0.071,-0.85,-0.898,-1.726,-1.788,-0.864,1.847,1.655,0.13,0.062,0.37,6.59,-2.014,0,"Charleston",2012-07-01
"378",2012,8,0.364,0.099,0.002,-0.764,-0.818,-1.639,-1.693,-0.797,1.792,1.641,0.097,0.054,0.43,6.62,-1.855,0,"Charleston",2012-08-01
"379",2012,9,0.332,0.098,0.016,-0.737,-0.785,-1.587,-1.639,-0.77,1.737,1.603,0.082,0.052,0.46,6.67,-1.903,0,"Charleston",2012-09-01
"380",2012,10,0.474,0.124,0.039,-0.698,-0.743,-1.526,-1.566,-0.721,1.69,1.565,0.085,0.04,0.52,6.71,-1.964,0,"Charleston",2012-10-01
"381",2012,11,0.649,0.216,0.109,-0.637,-0.686,-1.48,-1.524,-0.654,1.741,1.589,0.108,0.044,0.43,6.66,-2.004,0,"Charleston",2012-11-01
"382",2012,12,0.642,0.055,-0.069,-0.829,-0.868,-1.667,-1.741,-0.843,1.796,1.598,0.125,0.074,0.34,6.57,-2.033,0,"Charleston",2012-12-01
"383",2013,1,0.35,-0.017,-0.112,-0.877,-0.92,-1.727,-1.781,-0.899,1.764,1.615,0.095,0.053,0.28,6.52,-2.099,0,"Charleston",2013-01-01
"384",2013,2,0.365,-0.081,-0.165,-0.925,-0.968,-1.771,-1.831,-0.956,1.75,1.606,0.084,0.06,0.34,6.55,-2.14,0,"Charleston",2013-02-01
"385",2013,3,0.388,-0.004,-0.077,-0.855,-0.9,-1.724,-1.776,-0.89,1.772,1.647,0.073,0.052,0.29,6.46,-2.217,0,"Charleston",2013-03-01
"386",2013,4,0.419,0.062,-0.037,-0.81,-0.856,-1.676,-1.735,-0.836,1.797,1.639,0.099,0.059,0.33,6.56,-1.979,0,"Charleston",2013-04-01
"387",2013,5,0.472,0.105,-0.002,-0.772,-0.821,-1.641,-1.683,-0.789,1.788,1.639,0.107,0.042,0.37,6.61,-2.057,0,"Charleston",2013-05-01
"388",2013,6,0.5,0.02,-0.093,-0.868,-0.917,-1.741,-1.81,-0.895,1.83,1.648,0.113,0.069,0.32,6.57,-2.078,0,"Charleston",2013-06-01
"389",2013,7,0.363,0.04,-0.068,-0.837,-0.885,-1.703,-1.751,-0.855,1.791,1.635,0.108,0.048,0.32,6.53,-2.197,0,"Charleston",2013-07-01
"390",2013,8,0.483,0.11,0.022,-0.73,-0.776,-1.575,-1.641,-0.766,1.75,1.597,0.087,0.066,0.37,6.6,-1.903,0,"Charleston",2013-08-01
"391",2013,9,0.424,0.148,0.074,-0.665,-0.712,-1.498,-1.54,-0.696,1.688,1.572,0.074,0.042,0.41,6.6,-1.798,0,"Charleston",2013-09-01
"392",2013,10,0.517,0.185,0.117,-0.625,-0.67,-1.457,-1.492,-0.654,1.677,1.574,0.067,0.035,0.43,6.68,-1.706,0,"Charleston",2013-10-01
"393",2013,11,0.484,0.122,0.021,-0.736,-0.779,-1.58,-1.628,-0.753,1.75,1.601,0.101,0.048,0.44,6.66,-1.938,0,"Charleston",2013-11-01
"394",2013,12,0.456,0.047,-0.061,-0.845,-0.888,-1.715,-1.763,-0.858,1.811,1.655,0.108,0.048,0.34,6.62,-2.083,0,"Charleston",2013-12-01
"395",2014,1,0.431,0.022,-0.084,-0.892,-0.93,-1.776,-1.853,-0.916,1.875,1.692,0.106,0.077,0.34,6.6,-2.46,0,"Charleston",2014-01-01
"396",2014,2,0.459,0.055,-0.032,-0.802,-0.849,-1.666,-1.721,-0.833,1.776,1.634,0.086,0.056,0.3,6.55,-2.117,0,"Charleston",2014-02-01
"397",2014,3,0.52,0.102,0.023,-0.781,-0.823,-1.669,-1.73,-0.814,1.831,1.692,0.079,0.061,0.36,6.62,-2.229,0,"Charleston",2014-03-01
"398",2014,4,0.543,0.127,0.024,-0.744,-0.791,-1.607,-1.649,-0.761,1.776,1.631,0.103,0.042,0.3,6.56,-1.931,0,"Charleston",2014-04-01
"399",2014,5,0.398,0.107,-0.01,-0.78,-0.831,-1.651,-1.7,-0.796,1.807,1.641,0.118,0.049,0.32,6.56,-2.038,0,"Charleston",2014-05-01
"400",2014,6,0.409,0.136,0.007,-0.753,-0.802,-1.61,-1.66,-0.762,1.796,1.617,0.129,0.05,0.35,6.58,-1.957,0,"Charleston",2014-06-01
"401",2014,7,0.456,0.117,0.004,-0.753,-0.798,-1.601,-1.656,-0.769,1.773,1.606,0.113,0.054,0.35,6.56,-1.997,0,"Charleston",2014-07-01
"402",2014,8,0.553,0.194,0.105,-0.649,-0.7,-1.505,-1.554,-0.68,1.748,1.611,0.088,0.049,0.39,6.6,-1.996,0,"Charleston",2014-08-01
"403",2014,9,0.481,0.276,0.193,-0.556,-0.608,-1.408,-1.448,-0.586,1.724,1.601,0.083,0.04,0.43,6.69,-1.896,0,"Charleston",2014-09-01
"404",2014,10,0.462,0.163,0.08,-0.675,-0.729,-1.539,-1.573,-0.705,1.736,1.619,0.083,0.034,0.4,6.62,-1.984,0,"Charleston",2014-10-01
"405",2014,11,0.313,0.122,0.03,-0.729,-0.78,-1.591,-1.647,-0.762,1.769,1.621,0.092,0.056,0.44,6.65,-2.1,0,"Charleston",2014-11-01
"406",2014,12,0.531,0.151,0.045,-0.733,-0.774,-1.594,-1.653,-0.751,1.804,1.639,0.106,0.059,0.44,6.68,-1.963,0,"Charleston",2014-12-01
"407",2015,1,0.485,0.09,-0.027,-0.796,-0.84,-1.653,-1.73,-0.82,1.82,1.626,0.117,0.077,0.38,6.61,-2.124,0,"Charleston",2015-01-01
"408",2015,2,0.406,0.063,-0.027,-0.794,-0.844,-1.662,-1.75,-0.843,1.813,1.635,0.09,0.088,0.32,6.54,-2.295,0,"Charleston",2015-02-01
"409",2015,3,0.494,0.018,-0.062,-0.829,-0.871,-1.681,-1.731,-0.856,1.749,1.619,0.08,0.05,0.34,6.56,-1.99,0,"Charleston",2015-03-01
"410",2015,4,0.425,0.05,-0.04,-0.807,-0.854,-1.668,-1.722,-0.836,1.772,1.628,0.09,0.054,0.32,6.57,-2.052,0,"Charleston",2015-04-01
"411",2015,5,0.403,0.116,0.001,-0.759,-0.804,-1.609,-1.668,-0.776,1.784,1.61,0.115,0.059,0.39,6.62,-2.055,0,"Charleston",2015-05-01
"412",2015,6,0.304,0.051,-0.084,-0.856,-0.901,-1.718,-1.773,-0.861,1.824,1.634,0.135,0.055,0.42,6.61,-2.134,0,"Charleston",2015-06-01
"413",2015,7,0.484,0.132,0.009,-0.769,-0.816,-1.641,-1.716,-0.792,1.848,1.65,0.123,0.075,0.41,6.61,-2.096,0,"Charleston",2015-07-01
"414",2015,8,0.486,0.155,0.066,-0.715,-0.767,-1.6,-1.662,-0.753,1.817,1.666,0.089,0.062,0.38,6.57,-1.931,0,"Charleston",2015-08-01
"415",2015,9,0.698,0.198,0.14,-0.628,-0.677,-1.493,-1.539,-0.67,1.737,1.633,0.058,0.045,0.41,6.61,-1.964,0,"Charleston",2015-09-01
"416",2015,10,0.88,0.389,0.307,-0.457,-0.506,-1.32,-1.368,-0.489,1.757,1.627,0.082,0.048,0.55,6.72,-1.804,0,"Charleston",2015-10-01
"417",2015,11,0.503,0.227,0.139,-0.618,-0.664,-1.468,-1.509,-0.641,1.736,1.607,0.088,0.041,0.49,6.68,-1.866,0,"Charleston",2015-11-01
"418",2015,12,0.337,0.167,0.07,-0.688,-0.739,-1.547,-1.597,-0.715,1.765,1.617,0.098,0.05,0.51,6.72,-1.956,0,"Charleston",2015-12-01
"419",2016,1,0.439,0.11,0.003,-0.752,-0.793,-1.59,-1.668,-0.779,1.778,1.593,0.107,0.078,0.43,6.67,-2.04,0,"Charleston",2016-01-01
"420",2016,2,0.475,0.026,-0.054,-0.822,-0.869,-1.684,-1.741,-0.857,1.767,1.63,0.08,0.057,0.43,6.61,-2.229,0,"Charleston",2016-02-01
"421",2016,3,0.322,0.028,-0.041,-0.802,-0.848,-1.655,-1.707,-0.839,1.735,1.614,0.069,0.052,0.35,6.53,-2.166,0,"Charleston",2016-03-01
"422",2016,4,0.37,0.131,0.036,-0.729,-0.777,-1.591,-1.633,-0.751,1.764,1.627,0.095,0.042,0.36,6.58,-2.178,0,"Charleston",2016-04-01
"423",2016,5,0.57,0.142,0.036,-0.738,-0.788,-1.612,-1.653,-0.755,1.795,1.648,0.106,0.041,0.38,6.59,-1.956,0,"Charleston",2016-05-01
"424",2016,6,0.54,0.24,0.116,-0.664,-0.715,-1.547,-1.615,-0.687,1.855,1.663,0.124,0.068,0.45,6.66,-1.908,0,"Charleston",2016-06-01
"425",2016,7,0.445,0.074,-0.049,-0.844,-0.894,-1.739,-1.817,-0.872,1.891,1.69,0.123,0.078,0.41,6.64,-2.032,0,"Charleston",2016-07-01
"426",2016,8,0.366,0.112,0.017,-0.756,-0.807,-1.632,-1.686,-0.787,1.798,1.649,0.095,0.054,0.41,6.63,-2.004,0,"Charleston",2016-08-01
"427",2016,9,0.472,0.152,0.068,-0.683,-0.728,-1.524,-1.577,-0.712,1.729,1.592,0.084,0.053,0.44,6.69,-1.968,0,"Charleston",2016-09-01
"428",2016,10,1.07,0.343,0.24,-0.513,-0.566,-1.373,-1.432,-0.544,1.775,1.613,0.103,0.059,0.61,6.78,-1.725,0,"Charleston",2016-10-01
"429",2016,11,0.655,0.228,0.129,-0.627,-0.675,-1.479,-1.522,-0.647,1.75,1.608,0.099,0.043,0.5,6.68,-1.87,0,"Charleston",2016-11-01
"430",2016,12,0.544,0.132,0.018,-0.754,-0.798,-1.614,-1.673,-0.77,1.805,1.632,0.114,0.059,0.41,6.67,-2.101,0,"Charleston",2016-12-01
"431",2017,1,0.385,-0.001,-0.112,-0.895,-0.939,-1.767,-1.834,-0.917,1.833,1.655,0.111,0.067,0.36,6.57,-2.17,0,"Charleston",2017-01-01
"432",2017,2,0.183,-0.032,-0.112,-0.892,-0.936,-1.76,-1.808,-0.92,1.776,1.648,0.08,0.048,0.34,6.56,-2.275,0,"Charleston",2017-02-01
"433",2017,3,0.508,-0.028,-0.105,-0.895,-0.937,-1.769,-1.817,-0.922,1.789,1.664,0.077,0.048,0.37,6.53,-2.156,0,"Charleston",2017-03-01
"434",2017,4,0.53,0.144,0.032,-0.761,-0.809,-1.65,-1.695,-0.775,1.839,1.682,0.112,0.045,0.3,6.56,-2.064,0,"Charleston",2017-04-01
"435",2017,5,0.425,0.099,-0.026,-0.818,-0.87,-1.714,-1.776,-0.839,1.875,1.688,0.125,0.062,0.31,6.56,-2.257,0,"Charleston",2017-05-01
"436",2017,6,0.443,0.132,0.014,-0.755,-0.805,-1.624,-1.691,-0.779,1.823,1.638,0.118,0.067,0.39,6.56,-2.161,0,"Charleston",2017-06-01
"437",2017,7,0.45,0.076,-0.042,-0.807,-0.855,-1.669,-1.734,-0.829,1.81,1.627,0.118,0.065,0.42,6.59,-2.04,0,"Charleston",2017-07-01
"438",2017,8,0.409,0.167,0.065,-0.679,-0.727,-1.52,-1.576,-0.705,1.743,1.585,0.102,0.056,0.42,6.67,-1.964,0,"Charleston",2017-08-01
"439",2017,9,1.246,0.334,0.243,-0.505,-0.552,-1.347,-1.4,-0.533,1.734,1.59,0.091,0.053,0.57,6.74,-1.741,0,"Charleston",2017-09-01
"440",2017,10,0.464,0.2,0.122,-0.615,-0.658,-1.439,-1.474,-0.637,1.674,1.561,0.078,0.035,0.47,6.71,-1.74,0,"Charleston",2017-10-01
"441",2017,11,0.558,0.168,0.078,-0.69,-0.724,-1.527,-1.571,-0.701,1.739,1.605,0.09,0.044,0.43,6.62,-1.894,0,"Charleston",2017-11-01
"442",2017,12,0.625,0.087,-0.03,-0.823,-0.862,-1.693,-1.754,-0.833,1.841,1.663,0.117,0.061,0.43,6.66,-2.145,0,"Charleston",2017-12-01
"443",2018,1,0.603,0.006,-0.117,-0.918,-0.959,-1.802,-1.858,-0.926,1.864,1.685,0.123,0.056,0.33,6.58,-2.108,0,"Charleston",2018-01-01
"444",2018,2,0.453,-0.01,-0.097,-0.872,-0.911,-1.725,-1.788,-0.899,1.778,1.628,0.087,0.063,0.34,6.58,-2.093,0,"Charleston",2018-02-01
"445",2018,3,0.376,0.124,0.046,-0.731,-0.776,-1.598,-1.657,-0.766,1.781,1.644,0.078,0.059,0.44,6.6,-2.187,0,"Charleston",2018-03-01
"446",2018,4,0.345,0.05,-0.051,-0.82,-0.863,-1.676,-1.728,-0.839,1.778,1.625,0.101,0.052,0.39,6.58,-2.288,0,"Charleston",2018-04-01
"447",2018,5,0.349,0.063,-0.056,-0.826,-0.872,-1.688,-1.736,-0.836,1.799,1.632,0.119,0.048,0.4,6.61,-1.931,0,"Charleston",2018-05-01
"448",2018,6,0.44,0.061,-0.07,-0.835,-0.883,-1.695,-1.751,-0.845,1.812,1.625,0.131,0.056,0.36,6.55,-2.055,0,"Charleston",2018-06-01
"449",2018,7,0.56,0.145,0.016,-0.733,-0.781,-1.578,-1.641,-0.748,1.786,1.594,0.129,0.063,0.34,6.6,-2.007,0,"Charleston",2018-07-01
"450",2018,8,0.449,0.087,-0.019,-0.787,-0.836,-1.653,-1.708,-0.81,1.795,1.634,0.106,0.055,0.37,6.56,-2.116,0,"Charleston",2018-08-01
"451",2018,9,0.539,0.2,0.109,-0.641,-0.687,-1.484,-1.542,-0.671,1.742,1.593,0.091,0.058,0.41,6.63,-1.898,0,"Charleston",2018-09-01
"452",2018,10,0.51,0.19,0.096,-0.645,-0.694,-1.484,-1.545,-0.678,1.735,1.58,0.094,0.061,0.42,6.63,-1.963,0,"Charleston",2018-10-01
"453",2018,11,0.906,0.254,0.135,-0.624,-0.668,-1.471,-1.531,-0.638,1.785,1.606,0.119,0.06,0.44,6.7,-1.875,0,"Charleston",2018-11-01
"454",2018,12,0.666,0.148,0.037,-0.729,-0.779,-1.596,-1.661,-0.756,1.809,1.633,0.111,0.065,0.39,6.63,-2.33,0,"Charleston",2018-12-01
"455",2019,1,0.439,0.04,-0.056,-0.821,-0.868,-1.68,-1.74,-0.85,1.78,1.624,0.096,0.06,0.4,6.58,-2.228,0,"Charleston",2019-01-01
"456",2019,2,0.685,0.133,0.032,-0.738,-0.781,-1.595,-1.655,-0.761,1.788,1.627,0.101,0.06,0.33,6.56,-2.028,0,"Charleston",2019-02-01
"457",2019,3,0.506,0.138,0.053,-0.692,-0.739,-1.532,-1.594,-0.728,1.732,1.585,0.085,0.062,0.36,6.61,-2.001,0,"Charleston",2019-03-01
"458",2019,4,0.422,0.106,0.012,-0.744,-0.79,-1.593,-1.646,-0.77,1.752,1.605,0.094,0.053,0.32,6.51,-2.052,0,"Charleston",2019-04-01
"459",2019,5,0.438,0.158,0.039,-0.712,-0.762,-1.563,-1.614,-0.728,1.772,1.602,0.119,0.051,0.39,6.58,-1.918,0,"Charleston",2019-05-01
"460",2019,6,0.487,0.202,0.052,-0.705,-0.751,-1.554,-1.61,-0.704,1.812,1.606,0.15,0.056,0.39,6.59,-1.783,0,"Charleston",2019-06-01
"461",2019,7,0.571,0.224,0.084,-0.672,-0.722,-1.528,-1.6,-0.688,1.824,1.612,0.14,0.072,0.38,6.6,-1.869,0,"Charleston",2019-07-01
"462",2019,8,0.701,0.222,0.112,-0.657,-0.706,-1.525,-1.579,-0.678,1.801,1.637,0.11,0.054,0.37,6.62,-1.705,0,"Charleston",2019-08-01
"463",2019,9,0.655,0.315,0.212,-0.544,-0.587,-1.387,-1.463,-0.574,1.778,1.599,0.103,0.076,0.53,6.7,-1.992,0,"Charleston",2019-09-01
"464",2019,10,0.619,0.337,0.244,-0.507,-0.554,-1.351,-1.39,-0.526,1.727,1.595,0.093,0.039,0.58,6.72,-1.861,0,"Charleston",2019-10-01
"465",2019,11,0.628,0.314,0.195,-0.55,-0.595,-1.386,-1.441,-0.563,1.755,1.581,0.119,0.055,0.52,6.7,-2.047,0,"Charleston",2019-11-01
"466",2019,12,0.687,0.137,0.016,-0.731,-0.774,-1.563,-1.613,-0.738,1.75,1.579,0.121,0.05,0.47,6.65,-1.886,0,"Charleston",2019-12-01
"467",2020,1,0.432,0.062,-0.056,-0.808,-0.846,-1.637,-1.714,-0.826,1.776,1.581,0.118,0.077,0.4,6.66,-2.087,0,"Charleston",2020-01-01
"468",2020,2,0.37,0.071,-0.028,-0.793,-0.832,-1.636,-1.688,-0.809,1.759,1.608,0.099,0.052,0.4,6.59,-2.278,0,"Charleston",2020-02-01
"469",2020,3,0.313,0.05,-0.033,-0.781,-0.824,-1.615,-1.675,-0.812,1.725,1.582,0.083,0.06,0.3,6.54,-2.152,0,"Charleston",2020-03-01
"470",2020,4,0.496,0.161,0.046,-0.707,-0.761,-1.569,-1.622,-0.73,1.783,1.615,0.115,0.053,0.35,6.62,-1.886,0,"Charleston",2020-04-01
"471",2020,5,0.529,0.161,0.043,-0.723,-0.77,-1.584,-1.634,-0.737,1.795,1.627,0.118,0.05,0.33,6.58,-2.134,0,"Charleston",2020-05-01
"472",2020,6,0.431,0.197,0.069,-0.69,-0.739,-1.547,-1.608,-0.705,1.805,1.616,0.128,0.061,0.37,6.62,-1.997,0,"Charleston",2020-06-01
"473",2020,7,0.481,0.213,0.075,-0.687,-0.737,-1.55,-1.608,-0.697,1.821,1.625,0.138,0.058,0.4,6.6,-1.814,0,"Charleston",2020-07-01
"474",2020,8,0.511,0.214,0.09,-0.667,-0.721,-1.532,-1.585,-0.685,1.799,1.622,0.124,0.053,0.38,6.63,-1.849,0,"Charleston",2020-08-01
"475",2020,9,0.713,0.327,0.215,-0.515,-0.561,-1.336,-1.395,-0.534,1.722,1.551,0.112,0.059,0.47,6.72,-1.721,0,"Charleston",2020-09-01
"476",2020,10,0.737,0.322,0.225,-0.505,-0.549,-1.323,-1.362,-0.52,1.684,1.548,0.097,0.039,0.53,6.7,-1.721,0,"Charleston",2020-10-01
"477",2020,11,0.719,0.262,0.149,-0.584,-0.63,-1.409,-1.47,-0.604,1.732,1.558,0.113,0.061,0.5,6.7,-1.821,0,"Charleston",2020-11-01
"478",2020,12,0.682,0.107,-0.041,-0.778,-0.824,-1.606,-1.674,-0.783,1.781,1.565,0.148,0.068,0.38,6.6,-2.006,0,"Charleston",2020-12-01
"479",2011,1,0.096,-0.118,-0.139,-0.453,-0.442,-0.744,-0.79,-0.454,0.672,0.605,0.021,0.046,1.6,7.77,-0.924,0,"Miami",2011-01-01
"480",2011,2,0.025,-0.13,-0.15,-0.461,-0.453,-0.755,-0.795,-0.462,0.665,0.605,0.02,0.04,1.43,7.64,-0.908,0,"Miami",2011-02-01
"481",2011,3,0.027,-0.082,-0.098,-0.413,-0.401,-0.705,-0.74,-0.411,0.658,0.607,0.016,0.035,1.45,7.67,-0.91,0,"Miami",2011-03-01
"482",2011,4,0.11,-0.066,-0.082,-0.397,-0.387,-0.693,-0.733,-0.399,0.667,0.611,0.016,0.04,1.49,7.67,-0.886,0,"Miami",2011-04-01
"483",2011,5,0.241,-0.017,-0.038,-0.355,-0.345,-0.653,-0.696,-0.357,0.679,0.615,0.021,0.043,1.55,7.7,-0.816,0,"Miami",2011-05-01
"484",2011,6,0.168,0.02,0.004,-0.31,-0.304,-0.611,-0.653,-0.317,0.673,0.615,0.016,0.042,1.49,7.63,-0.842,0,"Miami",2011-06-01
"485",2011,7,0.143,0.017,0,-0.317,-0.31,-0.62,-0.663,-0.323,0.68,0.62,0.017,0.043,1.46,7.63,-0.801,0,"Miami",2011-07-01
"486",2011,8,0.359,0.112,0.102,-0.229,-0.219,-0.541,-0.572,-0.23,0.684,0.643,0.01,0.031,1.44,7.6,-0.704,0,"Miami",2011-08-01
"487",2011,9,0.275,0.132,0.12,-0.209,-0.2,-0.521,-0.55,-0.209,0.682,0.641,0.012,0.029,1.44,7.56,-0.694,0,"Miami",2011-09-01
"488",2011,10,0.317,0.185,0.167,-0.166,-0.155,-0.477,-0.516,-0.166,0.701,0.644,0.018,0.039,1.39,7.53,-0.683,0,"Miami",2011-10-01
"489",2011,11,0.332,0.183,0.161,-0.166,-0.156,-0.474,-0.513,-0.165,0.696,0.635,0.022,0.039,1.46,7.6,-0.733,0,"Miami",2011-11-01
"490",2011,12,0.234,0.051,0.03,-0.289,-0.281,-0.592,-0.626,-0.288,0.677,0.622,0.021,0.034,1.5,7.67,-0.885,0,"Miami",2011-12-01
"491",2012,1,0.057,-0.083,-0.102,-0.413,-0.403,-0.705,-0.744,-0.413,0.661,0.603,0.019,0.039,1.54,7.67,-0.856,0,"Miami",2012-01-01
"492",2012,2,0.248,0.039,0.025,-0.297,-0.287,-0.6,-0.634,-0.297,0.673,0.625,0.014,0.034,1.47,7.61,-0.751,0,"Miami",2012-02-01
"493",2012,3,0.198,-0.001,-0.021,-0.332,-0.323,-0.625,-0.661,-0.331,0.66,0.604,0.02,0.036,1.42,7.65,-0.742,0,"Miami",2012-03-01
"494",2012,4,0.227,0.044,0.025,-0.297,-0.288,-0.601,-0.634,-0.295,0.678,0.626,0.019,0.033,1.45,7.6,-0.762,0,"Miami",2012-04-01
"495",2012,5,0.236,0.095,0.071,-0.255,-0.245,-0.562,-0.601,-0.253,0.696,0.633,0.024,0.039,1.53,7.7,-0.761,0,"Miami",2012-05-01
"496",2012,6,0.244,0.145,0.123,-0.206,-0.195,-0.513,-0.554,-0.204,0.699,0.636,0.022,0.041,1.52,7.7,-0.777,0,"Miami",2012-06-01
"497",2012,7,0.202,0.062,0.047,-0.279,-0.268,-0.584,-0.624,-0.281,0.686,0.631,0.015,0.04,1.54,7.69,-0.698,0,"Miami",2012-07-01
"498",2012,8,0.34,0.083,0.066,-0.256,-0.246,-0.559,-0.593,-0.255,0.676,0.625,0.017,0.034,1.53,7.66,-0.73,0,"Miami",2012-08-01
"499",2012,9,0.231,0.09,0.075,-0.248,-0.236,-0.548,-0.577,-0.243,0.667,0.623,0.015,0.029,1.54,7.65,-0.735,0,"Miami",2012-09-01
"500",2012,10,0.579,0.197,0.173,-0.148,-0.139,-0.45,-0.484,-0.143,0.681,0.623,0.024,0.034,1.57,7.64,-0.713,0,"Miami",2012-10-01
"501",2012,11,0.41,0.272,0.257,-0.077,-0.067,-0.39,-0.424,-0.076,0.696,0.647,0.015,0.034,1.52,7.61,-0.633,0,"Miami",2012-11-01
"502",2012,12,0.306,0.098,0.082,-0.245,-0.235,-0.552,-0.588,-0.245,0.686,0.634,0.016,0.036,1.48,7.61,-0.773,0,"Miami",2012-12-01
"503",2013,1,0.227,0.03,0.013,-0.31,-0.301,-0.615,-0.647,-0.308,0.677,0.628,0.017,0.032,1.49,7.66,-0.763,0,"Miami",2013-01-01
"504",2013,2,0.159,0.013,-0.005,-0.328,-0.317,-0.629,-0.661,-0.324,0.674,0.624,0.018,0.032,1.52,7.66,-0.75,0,"Miami",2013-02-01
"505",2013,3,0.342,0.086,0.066,-0.269,-0.258,-0.582,-0.612,-0.263,0.698,0.648,0.02,0.03,1.46,7.6,-0.762,0,"Miami",2013-03-01
"506",2013,4,0.227,0.018,-0.001,-0.326,-0.316,-0.631,-0.669,-0.326,0.686,0.63,0.019,0.038,1.4,7.61,-0.783,0,"Miami",2013-04-01
"507",2013,5,0.216,0.095,0.073,-0.257,-0.247,-0.567,-0.599,-0.252,0.694,0.64,0.023,0.032,1.43,7.6,-0.736,0,"Miami",2013-05-01
"508",2013,6,0.122,-0.003,-0.024,-0.344,-0.334,-0.644,-0.681,-0.342,0.678,0.62,0.021,0.037,1.5,7.71,-0.804,0,"Miami",2013-06-01
"509",2013,7,0.211,0.07,0.054,-0.263,-0.255,-0.563,-0.592,-0.261,0.662,0.617,0.016,0.029,1.52,7.72,-0.728,0,"Miami",2013-07-01
"510",2013,8,0.267,0.054,0.042,-0.274,-0.264,-0.57,-0.603,-0.274,0.657,0.612,0.012,0.033,1.55,7.7,-0.709,0,"Miami",2013-08-01
"511",2013,9,0.33,0.166,0.155,-0.17,-0.16,-0.475,-0.501,-0.167,0.667,0.63,0.011,0.026,1.48,7.58,-0.623,0,"Miami",2013-09-01
"512",2013,10,0.449,0.252,0.236,-0.093,-0.084,-0.403,-0.428,-0.088,0.68,0.639,0.016,0.024,1.5,7.59,-0.548,0,"Miami",2013-10-01
"513",2013,11,0.377,0.215,0.195,-0.135,-0.125,-0.445,-0.477,-0.131,0.692,0.64,0.02,0.032,1.51,7.58,-0.668,0,"Miami",2013-11-01
"514",2013,12,0.383,0.101,0.077,-0.255,-0.245,-0.568,-0.605,-0.252,0.706,0.645,0.024,0.037,1.51,7.66,-0.718,0,"Miami",2013-12-01
"515",2014,1,0.269,0.085,0.06,-0.277,-0.266,-0.592,-0.626,-0.27,0.711,0.652,0.025,0.034,1.53,7.65,-0.758,0,"Miami",2014-01-01
"516",2014,2,0.277,0.093,0.079,-0.253,-0.242,-0.563,-0.597,-0.252,0.69,0.642,0.014,0.034,1.51,7.67,-0.725,0,"Miami",2014-02-01
"517",2014,3,0.239,0.07,0.052,-0.286,-0.275,-0.601,-0.63,-0.28,0.7,0.652,0.018,0.029,1.47,7.68,-0.745,0,"Miami",2014-03-01
"518",2014,4,0.317,0.084,0.066,-0.265,-0.256,-0.578,-0.611,-0.264,0.695,0.644,0.018,0.033,1.45,7.62,-0.757,0,"Miami",2014-04-01
"519",2014,5,0.223,0.1,0.077,-0.25,-0.24,-0.556,-0.59,-0.245,0.69,0.633,0.023,0.034,1.46,7.59,-0.731,0,"Miami",2014-05-01
"520",2014,6,0.114,0.04,0.018,-0.302,-0.292,-0.602,-0.632,-0.296,0.672,0.62,0.022,0.03,1.5,7.7,-0.803,0,"Miami",2014-06-01
"521",2014,7,0.151,0.037,0.022,-0.295,-0.286,-0.594,-0.623,-0.293,0.661,0.616,0.016,0.029,1.52,7.68,-0.744,0,"Miami",2014-07-01
"522",2014,8,0.34,0.147,0.134,-0.194,-0.184,-0.502,-0.528,-0.19,0.675,0.636,0.013,0.026,1.49,7.62,-0.699,0,"Miami",2014-08-01
"523",2014,9,0.34,0.182,0.164,-0.166,-0.157,-0.479,-0.498,-0.158,0.68,0.643,0.018,0.019,1.5,7.68,-0.688,0,"Miami",2014-09-01
"524",2014,10,0.399,0.219,0.201,-0.135,-0.126,-0.452,-0.481,-0.131,0.7,0.653,0.018,0.029,1.53,7.62,-0.585,0,"Miami",2014-10-01
"525",2014,11,0.367,0.234,0.21,-0.13,-0.118,-0.447,-0.484,-0.125,0.718,0.657,0.024,0.037,1.48,7.58,-0.625,0,"Miami",2014-11-01
"526",2014,12,0.337,0.191,0.174,-0.167,-0.155,-0.484,-0.521,-0.165,0.712,0.658,0.018,0.037,1.5,7.62,-0.661,0,"Miami",2014-12-01
"527",2015,1,0.325,0.096,0.077,-0.256,-0.244,-0.565,-0.603,-0.254,0.699,0.641,0.019,0.039,1.49,7.63,-0.718,0,"Miami",2015-01-01
"528",2015,2,0.248,0.111,0.091,-0.242,-0.232,-0.555,-0.586,-0.237,0.697,0.646,0.02,0.031,1.48,7.56,-0.737,0,"Miami",2015-02-01
